NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
T	EW	NS	UD
25.04	20.9999	0.0637	24.5441
25.06	101.8439	-27.3013	32.6691
25.08	77.1549	-3.2493	17.6721
25.10	-54.2711	55.6677	-1.3429
25.12	-22.4471	77.1817	-14.6839
25.14	70.1749	7.5497	-0.8579
25.16	-34.0761	-48.5793	30.7391
25.18	-82.8011	-24.3543	40.6011
25.20	-7.6541	17.0967	44.4871
25.22	20.9699	89.4157	42.0971
25.24	-30.1941	69.4827	15.2371
25.26	-67.9341	1.0307	4.2171
25.28	-47.2651	-10.8603	4.6451
25.30	-26.8921	-10.6213	6.6531
25.32	12.7149	28.4027	25.0221
25.34	12.8359	55.3577	27.9091
25.36	-9.8631	24.0007	17.0951
25.38	11.3659	-2.9563	8.2481
25.40	42.3579	-42.2663	12.4011
25.42	14.2829	-57.1583	18.2391
25.44	-42.3251	5.6777	-0.6149
25.46	-25.2391	27.8857	-27.9239
25.48	-10.6811	-16.5293	-22.5489
25.50	-13.8611	-46.8673	-13.1659
25.52	35.1899	1.2617	-16.1889
25.54	68.9709	26.4317	-8.6419
25.56	24.9569	-31.5663	-15.9939
25.58	-43.6041	-46.0183	-22.1429
25.60	-48.7201	-19.2023	-11.2379
25.62	-22.8911	-10.1883	-24.5579
25.64	11.3119	-1.3103	-36.1319
25.66	60.8999	49.4867	-17.8909
25.68	42.6509	104.1787	9.4161
25.70	12.7609	38.8957	19.7341
25.72	78.9309	-42.3123	20.5621
25.74	82.7849	-28.6263	21.4161
25.76	-23.1271	4.0837	11.9491
25.78	-48.8111	30.6817	8.0131
25.80	1.7449	33.6357	6.1891
25.82	19.1519	9.9627	0.9131
25.84	-49.9141	-5.6163	7.7511
25.86	-77.0731	10.6477	8.2551
25.88	-10.8801	7.0777	8.3131
25.90	-11.6221	-44.1103	18.3081
25.92	-31.4851	-45.7063	6.8971
25.94	-0.9011	5.1087	-12.6449
25.96	8.6109	36.5107	-15.0919
25.98	5.5389	37.5097	-17.2709
26.00	32.5149	-4.7023	-14.0359
26.02	71.6999	-69.1213	-1.6609
26.04	66.2109	-44.9143	9.2481
26.06	1.6779	85.1647	2.1681
26.08	-35.4911	97.1627	4.3721
26.10	32.9029	-26.7043	25.1491
26.12	70.7559	-47.2803	13.1621
26.14	-7.0151	-3.6303	6.2741
26.16	-27.9391	-14.4093	6.0381
26.18	40.5899	-7.6103	-4.8239
26.20	58.0759	20.2557	-2.4629
26.22	-20.4101	5.9827	-1.5529
26.24	-38.2921	-19.1483	4.9101
26.26	22.7499	-27.5643	19.3751
26.28	-13.9011	-11.5293	15.7391
26.30	-73.7621	-29.4023	-4.2929
26.32	-29.8351	-34.0113	-11.9479
26.34	52.7239	47.8327	-0.2639
26.36	52.6029	47.9617	18.6841
26.38	-1.7531	-40.4663	14.7141
26.40	15.4959	-2.4083	20.5771
26.42	82.8589	43.9867	40.3351
26.44	59.7989	30.6467	17.3231
26.46	-29.1081	14.9297	-0.5619
26.48	-9.6771	-19.0773	13.8291
26.50	51.3789	-11.7563	12.9451
26.52	10.2859	23.9287	19.0751
26.54	-50.2231	43.4297	13.7061
26.56	-43.5001	19.6387	3.7451
26.58	-6.2341	-29.7063	18.8231
26.60	10.7619	-7.5263	16.8791
26.62	-12.1921	56.3107	-3.1429
26.64	-26.0641	34.7277	-17.9879
26.66	-16.7921	-35.6813	-13.2449
26.68	-27.5291	-39.9333	3.5671
26.70	-15.7331	-15.0813	18.3631
26.72	32.8989	11.8917	25.7101
26.74	64.0579	9.4127	31.2991
26.76	52.1329	-27.2283	13.9951
26.78	30.4659	-15.4693	-8.9139
26.80	36.1999	22.2107	-19.3429
26.82	23.9139	33.0277	-6.7149
26.84	-14.5421	-0.5373	16.5731
26.86	-52.7821	-37.7703	14.2321
26.88	-53.4871	-49.9583	18.6951
26.90	0.4499	-42.9393	46.5051
26.92	37.4169	-0.7323	36.5271
26.94	-7.2171	37.9547	1.3361
26.96	-63.6331	7.5397	-17.6449
26.98	-39.0501	-23.0573	-15.1299
27.00	6.6649	-35.5783	0.8441
27.02	-6.1581	-27.2213	15.9001
27.04	5.1059	28.3747	-5.0069
27.06	47.1059	43.8017	-15.6979
27.08	8.5939	27.6847	0.5191
27.10	-54.0411	63.5187	12.4731
27.12	-23.0751	67.5517	23.5891
27.14	48.1519	-17.8083	26.4621
27.16	11.4499	-95.5463	25.9291
27.18	-28.3811	-87.0993	12.2621
27.20	18.8769	-33.7393	-13.5789
27.22	27.0719	19.0607	-38.3169
27.24	-8.0221	29.5807	-37.2149
27.26	-24.3541	2.2887	-13.0639
27.28	8.2639	-8.2573	2.7561
27.30	60.6639	-9.3353	11.0881
27.32	44.2469	26.5477	14.0241
27.34	-27.3011	75.5207	8.6421
27.36	-72.7861	41.2037	6.4701
27.38	-29.8681	17.4987	5.9371
27.40	31.3559	1.5787	-1.9039
27.42	26.3609	-21.6733	-25.2099
27.44	4.4809	2.9927	-24.6659
27.46	14.7379	2.0317	-6.4799
27.48	50.4759	1.1337	4.7651
27.50	65.2249	9.0047	14.1761
27.52	42.3589	-19.3563	3.2451
27.54	-11.9671	-23.4433	-13.0109
27.56	-53.3041	21.7657	-12.4939
27.58	-14.6781	12.3917	-13.8289
27.60	64.9929	-26.2313	-5.5469
27.62	20.7629	-58.3183	8.4601
27.64	-79.5351	-72.2403	2.5671
27.66	-24.1881	-11.2273	-8.0399
27.68	40.4979	29.8897	-1.8229
27.70	-15.4501	-6.7263	13.1141
27.72	-33.3391	-4.2913	12.2841
27.74	-5.4351	14.4877	7.9771
27.76	-13.8591	-26.6063	17.4541
27.78	-21.3851	-37.3413	25.2761
27.80	-7.8921	-27.6213	13.1071
27.82	8.7279	-10.4993	-5.8169
27.84	-8.7401	26.3097	-13.8039
27.86	-38.5201	25.5267	-23.3219
27.88	-17.5161	12.5287	-33.5949
27.90	32.2189	32.1307	-28.5009
27.92	6.8439	39.5817	-12.9189
27.94	-48.1871	36.8807	-13.1599
27.96	-30.6461	49.4387	-14.4549
27.98	9.4899	6.2317	-6.0009
28.00	2.8869	-82.2793	-13.0779
28.02	-10.6251	-81.6313	-15.4579
28.04	-4.8961	0.7757	-1.9629
28.06	-2.0351	12.7337	-12.8379
28.08	21.4649	-34.5183	-7.8469
28.10	16.1989	-22.2953	3.4971
28.12	-26.8961	-24.3063	-17.7719
28.14	-17.2811	-35.6353	-29.9999
28.16	29.4329	-6.8243	-14.4019
28.18	35.9229	-18.0653	-4.8479
28.20	36.1909	-3.3773	7.4411
28.22	46.5469	61.5477	16.1521
28.24	12.4579	66.8837	2.3921
28.26	-25.6211	-11.5843	-6.0039
28.28	-5.6721	-41.6183	-8.1839
28.30	-18.4011	-24.9873	-14.0869
28.32	-56.5541	1.2567	-16.5139
28.34	-24.1391	44.2767	-13.6019
28.36	16.0589	30.4307	3.1721
28.38	42.7829	-16.5023	22.2081
28.40	24.0879	10.7317	12.1791
28.42	-49.3161	19.8047	11.5021
28.44	-35.7061	-46.0583	13.1681
28.46	4.9769	-69.4203	-11.7159
28.48	-19.1671	-41.6413	-11.1259
28.50	-14.8311	-20.1443	-6.0449
28.52	-10.2251	-0.9153	-18.8449
28.54	-0.3731	10.4717	-9.9949
28.56	27.7189	14.0147	-5.2769
28.58	6.0019	-6.6733	-9.9519
28.60	-52.4911	-27.2523	-3.1089
28.62	-63.5741	11.7217	-15.2559
28.64	4.4979	32.1967	-22.9899
28.66	63.1079	21.8967	-0.6329
28.68	19.8389	30.8377	15.8451
28.70	-30.5271	29.4637	18.6271
28.72	-9.8041	37.2237	15.4361
28.74	-25.1351	41.0737	7.3901
28.76	-20.3151	7.0977	0.3451
28.78	30.2419	-37.2743	-4.2729
28.80	41.2039	-49.1103	-5.0919
28.82	58.5719	-4.3813	0.9611
28.84	41.4319	-2.6903	4.0191
28.86	-32.0711	-42.5313	-4.7369
28.88	-20.6151	-26.9283	-6.6659
28.90	59.8179	-13.9983	9.3061
28.92	50.4709	-6.8933	10.0391
28.94	-5.5491	23.4757	4.4851
28.96	-32.2031	12.4697	4.5711
28.98	-15.0881	-30.0003	-2.7039
29.00	33.3429	-15.8273	-14.3639
29.02	31.0779	23.9797	-10.1609
29.04	14.8209	22.5877	-2.1809
29.06	16.1239	22.1087	-9.9729
29.08	-9.1651	39.0157	-7.0739
29.10	-19.4121	32.1277	5.5371
29.12	-2.4741	9.4097	12.6331
29.14	-2.6061	-14.1283	10.5871
29.16	-5.6521	6.9557	6.2491
29.18	3.1459	7.1537	12.8481
29.20	-6.3231	-50.8563	11.4421
29.22	-7.0571	-47.4633	-0.5129
29.24	1.3049	-1.6423	-6.0919
29.26	10.9869	15.5767	-7.4609
29.28	7.3219	37.1957	2.4821
29.30	-29.9111	47.2767	9.8011
29.32	-26.2391	-6.8913	11.7651
29.34	-17.1931	-32.5023	17.8431
29.36	-35.5271	-10.8803	23.9201
29.38	-2.6101	1.0617	15.7781
29.40	29.3509	25.1217	-0.6979
29.42	-3.6371	25.3107	-10.8089
29.44	-24.0121	-25.6213	-11.5889
29.46	6.4059	-27.6473	-5.0449
29.48	16.8469	21.2297	-0.0959
29.50	-9.8781	14.9197	4.8761
29.52	-20.0281	1.9297	7.8151
29.54	-6.7071	-0.6863	0.6991
29.56	9.3919	-9.7533	-10.3219
29.58	8.8339	6.0857	-12.3829
29.60	-2.1241	7.9307	-13.5549
29.62	5.8139	6.6597	-11.1679
29.64	22.6369	41.9597	-1.2569
29.66	12.9779	40.4247	4.6791
29.68	-18.9681	-1.7083	-7.7059
29.70	-38.3431	-12.1293	-12.6049
29.72	-21.0701	-8.0863	-6.0039
29.74	17.4149	-9.8103	-4.7119
29.76	23.8559	-18.5223	7.0601
29.78	8.3669	-23.1403	8.3481
29.80	10.6999	-2.1853	-4.3129
29.82	14.7659	6.6347	-9.6929
29.84	0.6129	-16.1143	-12.7089
29.86	-1.1541	-40.2163	-4.2429
29.88	17.4189	-32.9693	10.1511
29.90	24.4259	-22.2013	4.0181
29.92	18.7299	-16.2943	-8.3489
29.94	4.0149	-14.2663	-6.8919
29.96	-23.6631	-43.2303	-0.3319
29.98	-25.2591	-18.8563	-3.4139
30.00	9.0959	14.1047	-4.8049
30.02	21.0919	6.1197	1.9161
30.04	-4.9711	16.3277	5.0331
30.06	-15.9821	26.9207	8.6411
30.08	8.1899	48.1847	5.5401
30.10	39.3939	30.7567	7.0791
30.12	22.9469	-22.1323	-7.0749
30.14	-35.3231	7.8047	-32.2039
30.16	-27.8031	7.3747	-24.1309
30.18	32.6849	-16.9813	-4.1209
30.20	31.0359	3.2257	-3.4029
30.22	-5.2521	-12.2803	-2.4319
30.24	-24.6341	-17.5863	-10.0959
30.26	-1.6011	9.9627	-12.2619
30.28	34.4169	2.9717	6.6331
30.30	17.5169	-29.0463	11.3551
30.32	5.5879	-12.2793	6.2921
30.34	5.6559	18.3187	4.2051
30.36	-8.4331	6.8337	4.9301
30.38	-4.5061	-8.4393	8.5591
30.40	-0.4111	-6.5153	8.5631
30.42	-20.4991	0.8627	-2.0379
30.44	-31.6941	2.7127	-6.8619
30.46	8.2019	-12.2673	-6.2669
30.48	60.2749	-28.3963	-9.2759
30.50	35.8579	-49.7273	-6.3659
30.52	-17.2411	-41.3163	-5.5499
30.54	-11.4981	8.5807	-16.1369
30.56	26.5259	13.3837	-25.9869
30.58	39.1669	-10.0903	-19.1599
30.60	24.8309	3.4007	-8.6609
30.62	42.3499	13.9557	-12.7109
30.64	43.4939	-4.6903	-21.3249
30.66	2.8899	8.8377	-25.3249
30.68	-15.3541	43.7987	-28.2289
30.70	-19.4661	30.0747	-25.5749
30.72	-37.0101	-15.2163	-12.2579
30.74	-25.5511	-2.7753	6.1591
30.76	14.8509	11.7347	5.0031
30.78	17.1529	-5.5233	-6.2979
30.80	-2.0161	2.3347	2.8251
30.82	0.4359	5.9017	11.1591
30.84	11.9639	-8.8493	8.0101
30.86	0.2309	-22.1293	1.4061
30.88	-29.5231	-9.2523	-3.0519
30.90	-38.4261	-7.5903	3.4091
30.92	-2.4961	-3.6103	11.5231
30.94	-5.6521	26.5467	15.8811
30.96	-24.9711	21.8377	15.1621
30.98	2.4849	3.9487	3.6321
31.00	30.2149	-2.2063	-5.0399
31.02	21.3779	-12.8383	-9.1029
31.04	-7.1481	-19.7743	-16.6899
31.06	-27.6761	-35.3063	-17.8009
31.08	-20.2151	-27.3913	-8.5439
31.10	12.1399	17.4637	-10.6759
31.12	43.6049	16.3197	-17.9229
31.14	37.4969	3.0617	-13.2319
31.16	-7.4061	26.9707	-17.9529
31.18	-33.8401	-1.3193	-24.6919
31.20	-0.9451	-28.2243	-11.8199
31.22	8.3429	0.3417	0.2401
31.24	-14.0741	5.8187	-1.3529
31.26	2.0149	22.9297	-13.3559
31.28	5.6059	13.3317	-25.2039
31.30	-10.3351	-12.8223	-23.9049
31.32	-5.8421	18.9277	-12.7629
31.34	3.2109	30.7937	-6.2089
31.36	-0.8981	14.8827	1.8681
31.38	-19.1961	31.8517	13.3621
31.40	-31.8901	21.5777	8.7841
31.42	-25.6421	-19.6103	2.8401
31.44	-13.2681	-12.3353	6.7281
31.46	-20.3541	2.6777	5.6911
31.48	-20.5011	4.6457	3.1921
31.50	2.7969	-4.9803	5.2361
31.52	6.0439	-18.3763	9.4291
31.54	6.5979	0.1807	9.1841
31.56	26.5259	3.3187	4.0901
31.58	22.2489	-8.0443	-1.9669
31.60	-6.5211	8.9627	-4.8299
31.62	-6.8221	20.8837	-5.2579
31.64	15.7169	26.2147	-8.9219
31.66	34.5199	38.3497	-13.0559
31.68	31.6359	24.9817	-12.4889
31.70	0.1089	-13.8723	-10.8989
31.72	-14.4211	-38.7243	-11.4849
31.74	8.3919	-12.5113	-14.1039
31.76	6.8519	29.8327	-9.0289
31.78	-7.6241	35.5507	1.5871
31.80	-8.0831	23.5737	0.7941
31.82	-29.6081	1.4307	2.2021
31.84	-27.6921	-14.4093	6.5741
31.86	4.3509	15.3717	-6.3919
31.88	16.5409	22.2037	-15.5139
31.90	33.9119	-1.2253	-12.5749
31.92	42.9629	-1.0863	-10.2609
31.94	15.3639	10.9857	-8.4819
31.96	-22.8691	35.0017	-3.9009
31.98	-30.8491	43.7247	3.5411
32.00	-12.6871	5.9247	4.2411
32.02	-13.8951	-11.0743	2.7191
32.04	-4.4271	18.2037	7.3301
32.06	31.3449	11.4147	9.1871
32.08	30.5799	-32.7003	6.3471
32.10	7.1239	-43.6163	8.7471
32.12	3.4629	-18.4513	9.5811
32.14	0.9409	-18.7353	8.3201
32.16	3.3719	-27.6383	7.3101
32.18	1.7109	-8.2533	1.8751
32.20	-10.7521	23.8267	-2.6969
32.22	-11.6651	27.4647	-4.1319
32.24	-25.6181	-8.2083	-5.2439
32.26	-27.3431	-6.2493	-2.6169
32.28	-6.5651	15.6797	4.3181
32.30	-2.6991	2.2467	8.5341
32.32	-0.5041	9.7977	-5.4939
32.34	6.3549	20.5467	-18.0379
32.36	21.7729	4.0717	-15.2569
32.38	24.8119	-13.5163	0.6021
32.40	-3.4531	-21.5943	2.5321
32.42	-10.8471	11.1357	-5.0379
32.44	-4.3821	20.6447	0.1371
32.46	-9.8491	-18.8953	7.9681
32.48	-0.4251	-1.4143	5.0091
32.50	-0.2931	36.8077	-5.0449
32.52	-7.1971	25.0537	-14.3359
32.54	-7.4371	-2.3613	-16.9019
32.56	-9.9971	-9.7403	-10.4709
32.58	-20.2231	12.9467	-8.8079
32.60	-17.9391	17.6357	-4.4159
32.62	10.8749	-9.2253	2.4611
32.64	11.1149	-30.5973	5.0431
32.66	-0.4351	-20.1023	3.4821
32.68	16.9049	8.2367	-1.7559
32.70	26.4009	33.6677	1.1331
32.72	16.7389	28.8837	9.2561
32.74	3.0529	7.9807	11.5041
32.76	-11.9201	17.8377	8.2821
32.78	7.2809	37.1787	1.7991
32.80	27.1629	25.4137	-2.4659
32.82	-8.1611	-9.6733	1.0301
32.84	-15.8211	-13.9033	2.4971
32.86	7.3949	2.5247	2.5691
32.88	9.0299	-24.0263	8.5971
32.90	0.9549	-55.7113	11.4391
32.92	-7.7611	-41.3683	7.8881
32.94	-1.3871	-14.0983	4.1651
32.96	10.0049	9.8037	-8.4519
32.98	-7.1381	14.1327	-27.6389
33.00	-29.3421	3.7937	-24.5709
33.02	-12.4541	8.7967	-7.6919
33.04	6.0279	3.2877	1.1381
33.06	-7.2391	-7.2073	0.7691
33.08	-14.3931	6.6587	-4.6909
33.10	-0.9751	27.8567	-3.9759
33.12	27.1129	19.3337	-1.0269
33.14	28.7519	3.0147	-4.1049
33.16	-21.5751	2.8607	-8.9949
33.18	-47.7851	-5.6623	-9.6139
33.20	-14.4891	-15.5693	-5.9689
33.22	13.7889	-5.2073	-1.2789
33.24	5.0869	20.1277	5.0121
33.26	-11.7241	31.1627	1.7481
33.28	-6.6401	2.3417	-2.6139
33.30	10.2179	-8.5243	1.7561
33.32	3.9669	-8.6573	7.8781
33.34	-9.4021	-0.4913	-4.1279
33.36	-6.0231	27.7207	-14.7109
33.38	-4.1221	20.1807	-0.8799
33.40	7.9969	-10.1663	11.7081
33.42	21.4279	-17.3093	16.9371
33.44	19.5469	-8.5363	12.5151
33.46	11.8329	-16.9393	2.7631
33.48	6.1919	-8.5013	0.6991
33.50	26.6619	13.8487	2.7301
33.52	32.8149	9.3367	4.4351
33.54	-0.2601	6.8147	4.8681
33.56	-6.0181	19.8807	3.5491
33.58	15.5069	9.8917	0.2971
33.60	12.3949	-1.3003	-7.0899
33.62	-12.2531	4.4137	-11.5959
33.64	-25.8451	2.2997	-14.6139
33.66	-14.4841	5.2467	-20.7019
33.68	-5.7331	12.2587	-14.9149
33.70	-14.1091	6.8897	1.1301
33.72	-24.6241	10.0217	1.7041
33.74	-40.9951	14.0517	2.6421
33.76	-37.4971	3.6867	8.6761
33.78	-23.4921	1.4597	3.8561
33.80	-23.9931	6.7667	1.8511
33.82	-12.6931	3.2657	5.9481
33.84	-0.1121	-25.4943	2.9771
33.86	-14.2261	-42.3233	1.2321
33.88	-23.9331	-17.8263	2.5781
33.90	-8.4001	-8.5453	-0.0249
33.92	13.6029	-4.9213	-6.7349
33.94	15.3139	20.8577	-12.6499
33.96	-7.1811	26.5837	-4.5979
33.98	-29.3781	14.5757	5.6701
34.00	-18.7791	3.7237	6.0081
34.02	9.2299	10.3947	-0.2929
34.04	2.1159	16.7907	-6.4949
34.06	-22.2401	9.0267	-7.8819
34.08	-17.4161	7.8127	-4.8989
34.10	-5.5471	2.2997	1.1831
34.12	-6.5501	-12.1023	0.7941
34.14	-16.6721	-7.7073	-2.5419
34.16	-18.2831	13.4607	0.5871
34.18	-3.7151	19.9617	-0.9269
34.20	12.0949	10.2917	-3.2269
34.22	21.8769	7.2197	1.4461
34.24	16.7439	14.1207	4.5351
34.26	4.0229	6.9847	4.4961
34.28	-1.1661	-11.8353	11.1041
34.30	8.2229	-16.2233	13.6801
34.32	6.3019	5.7087	11.3761
34.34	-12.6081	13.9937	11.1261
34.36	-15.5021	11.9797	4.5441
34.38	-4.9441	7.8567	1.0931
34.40	-7.0211	-1.9793	4.0411
34.42	-9.6671	2.2047	10.1421
34.44	5.4479	-2.6383	9.5551
34.46	16.2129	5.6697	-0.1119
34.48	14.6039	7.2517	-6.2049
34.50	6.5479	-10.3063	-8.3609
34.52	-5.6771	-7.4473	-8.5279
34.54	-5.6401	12.9177	-8.7259
34.56	1.2059	17.5967	-8.3239
34.58	-1.2761	-20.1603	-8.7569
34.60	-2.2851	-36.4513	-14.2069
34.62	3.9269	-10.7183	-12.5779
34.64	-7.0171	22.5357	-8.1459
34.66	0.2869	4.9427	-2.2099
34.68	33.6599	-10.3733	11.4951
34.70	29.1719	17.0807	10.4151
34.72	11.5929	10.6037	5.8681
34.74	10.3119	2.4337	7.2021
34.76	7.4269	7.9567	3.1401
34.78	3.3229	23.3387	-3.3909
34.80	-1.7131	28.8557	-4.4729
34.82	-6.8951	-1.6353	0.3171
34.84	-3.6281	-8.0273	1.8151
34.86	-2.4501	-5.9033	0.0041
34.88	-7.8051	-20.2683	6.3061
34.90	-14.7451	-6.7013	11.9561
34.92	-17.7571	8.5457	10.2781
34.94	-13.4111	3.0687	4.8041
34.96	-7.8491	-8.8853	7.1621
34.98	-11.1131	-0.5193	13.3241
35.00	-13.4981	21.5447	8.7401
35.02	5.3709	10.9657	1.7641
35.04	17.0449	-10.0693	-1.5399
35.06	13.7159	3.4177	2.5341
35.08	-10.2771	19.2807	10.7401
35.10	-27.8161	8.2637	7.1741
35.12	-5.0481	-4.6533	0.7661
35.14	8.7669	16.4767	-0.3229
35.16	-2.0041	4.4867	-2.1879
35.18	-9.6071	-12.5013	-4.3209
35.20	-8.4461	20.8287	-5.3579
35.22	-7.9151	19.4707	-3.4599
35.24	-13.8801	-0.6883	1.6591
35.26	-16.0081	12.6377	8.1081
35.28	2.1839	17.8657	9.7851
35.30	14.3149	13.5997	2.5021
35.32	6.6299	6.8127	-1.7339
35.34	-7.2801	-0.6263	3.8021
35.36	-13.7391	6.9087	9.5451
35.38	0.3679	-2.1403	5.9601
35.40	10.8939	4.5177	0.3881
35.42	10.9869	11.4607	5.0341
35.44	-2.5061	-12.4333	9.1361
35.46	-10.0141	-12.9223	5.6571
35.48	-5.2801	3.6387	0.8151
35.50	-9.2081	17.0267	1.7651
35.52	-16.4851	19.6257	6.4281
35.54	-21.2391	6.2417	8.6061
35.56	-15.9661	4.2607	10.2991
35.58	-14.7311	17.1497	9.4261
35.60	-9.4921	7.9167	5.7701
35.62	-2.8241	-19.5383	3.7501
35.64	-21.0741	-17.3253	5.5591
35.66	-20.2311	-2.5263	8.3241
35.68	11.5909	-7.4623	3.9941
35.70	12.2419	-3.0583	4.6361
35.72	-9.3871	-8.9103	8.8141
35.74	-6.2901	-17.6203	4.5871
35.76	9.3609	-4.7983	8.2071
35.78	5.8459	12.2117	17.3361
35.80	-3.7691	13.1407	15.9101
35.82	-10.0561	-0.9053	7.2181
35.84	-9.0741	-1.7213	4.9991
35.86	5.5599	19.1417	2.7161
35.88	11.6499	26.7887	1.7311
35.90	-5.1081	13.7867	2.8811
35.92	-7.7771	14.0727	4.5491
35.94	11.1329	16.7837	12.5211
35.96	13.3819	-1.5043	14.9931
35.98	0.7409	-14.2433	6.3561
36.00	-12.4841	-3.5303	4.6421
36.02	-10.8981	-1.9553	6.0351
36.04	1.0299	-11.1513	3.6781
36.06	3.3219	-18.0653	8.2441
36.08	3.3249	-15.0003	9.6741
36.10	9.5889	-11.5143	5.4591
36.12	11.8079	-7.5923	3.6181
36.14	12.8099	3.4837	4.3431
36.16	22.1759	15.9687	4.0761
36.18	25.7379	24.2457	0.5641
36.20	12.0819	11.4407	-1.6809
36.22	10.2689	3.6967	1.8941
36.24	27.0149	-12.1223	5.8361
36.26	23.9819	-20.0683	7.6581
36.28	15.6429	6.9567	12.2921
36.30	15.9309	15.4537	8.3911
36.32	11.5699	-10.5233	3.9201
36.34	5.5099	-25.2803	9.0191
36.36	-3.4371	-1.4783	11.2851
36.38	-1.0501	15.4357	2.9261
36.40	10.3069	12.3707	-7.4619
36.42	14.5939	8.8427	-2.1499
36.44	18.8649	10.8477	7.9641
36.46	18.7539	11.3237	3.9851
36.48	12.0009	-2.6293	-2.5169
36.50	0.8649	-9.9913	-5.7959
36.52	-4.0171	3.8267	-7.3329
36.54	-3.4301	15.6317	-2.5409
36.56	-14.5321	12.0977	2.2711
36.58	-22.3321	7.9367	0.9651
36.60	-15.5391	7.1067	-0.5379
36.62	-1.7861	3.7387	3.1031
36.64	0.0459	-6.7333	8.3301
36.66	-15.8461	-5.7993	12.6921
36.68	-18.6101	6.9457	6.7021
36.70	-10.1971	-0.2443	3.3271
36.72	-6.6731	-2.5483	12.9591
36.74	-1.7611	15.4607	12.3971
36.76	8.1859	19.8517	1.5001
36.78	-2.9061	8.1837	-2.0369
36.80	-19.3271	6.8277	1.6261
36.82	-24.3221	10.3317	3.9131
36.84	-29.7701	4.5387	4.9691
36.86	-20.7301	-3.9703	8.8931
36.88	0.1399	-8.4503	11.0711
36.90	6.5149	-5.3633	8.9791
36.92	-1.7361	-0.8263	4.8581
36.94	-3.8811	-3.6953	3.2321
36.96	-4.1991	-6.9483	4.8351
36.98	-8.8091	-2.7883	5.3561
37.00	-9.7731	-7.5363	2.6461
37.02	2.5729	-4.6173	-1.8459
37.04	6.4609	-16.4773	-3.2769
37.06	-4.7081	-31.4603	-4.9959
37.08	-6.6461	-3.6743	-8.7179
37.10	0.1869	20.5907	-3.8849
37.12	8.4889	14.0867	4.4561
37.14	2.0229	4.7777	11.3621
37.16	-8.4991	2.0467	10.7311
37.18	-5.7981	2.6257	1.9081
37.20	-0.0591	5.1537	2.0451
37.22	-1.4951	8.8917	6.3021
37.24	-10.8321	3.4687	3.0411
37.26	-6.6431	-10.2843	2.8661
37.28	11.6209	-10.9113	13.5591
37.30	14.8339	-14.4193	19.8301
37.32	6.8829	-1.2033	13.6201
37.34	4.4289	-1.4403	11.6701
37.36	6.0229	-21.3853	13.5741
37.38	9.1139	-9.8093	10.4051
37.40	9.2509	7.3737	5.2661
37.42	3.2409	3.6627	5.3781
37.44	-5.6751	9.1127	9.0101
37.46	-9.9361	22.5527	6.0411
37.48	-5.7541	0.6757	4.1791
37.50	-5.7711	-17.0273	5.9701
37.52	-15.3581	1.1017	-0.5549
37.54	-13.8451	7.0427	-13.0189
37.56	0.0759	-7.3103	-13.9149
37.58	14.2599	-4.0223	-4.1689
37.60	15.5479	8.3917	2.3011
37.62	7.1919	-0.3483	1.4171
37.64	3.3559	-14.4113	3.5851
37.66	1.7029	0.7347	3.8021
37.68	-0.3241	10.8817	0.8371
37.70	-2.6011	2.1907	3.1411
37.72	-3.8351	4.9527	7.8201
37.74	0.1259	16.1797	8.6971
37.76	7.2509	9.7797	10.7661
37.78	8.6889	-8.2423	13.5051
37.80	3.0869	-12.7353	6.2651
37.82	0.1499	-14.6173	-3.0029
37.84	1.5289	-19.0353	-6.4289
37.86	5.1879	-13.5283	-7.2769
37.88	-0.6241	-9.4273	-4.7139
37.90	-0.6111	-3.6783	-0.2299
37.92	15.8169	1.8077	1.6091
37.94	21.9509	-10.2753	3.8021
37.96	9.6589	-7.5403	6.8761
37.98	-8.0801	2.1467	8.1521
